pH_method,waterTemperature_results_1,rainedIn7Days,_id,pH_results_1,turbidity_results_2,dissolvedOxygen_units,weatherConditions,windSpeedMPH,dissolvedOxygen_results_2,waterTemperature_results_0,waterTemperature_results_2,turbidity_average,salinity_results_0,dissolvedOxygen,pH,waterColor,turbidity_results_1,waterTemperature,expedition_id,waterTemperature_units,pH_results_0,airTemperatureC,waterTemperature_method,salinity_average,salinity_method,windDirection,salinity_results_2,dissolvedOxygen_results_1,salinity,rainedIn24Hours,pH_average,turbidity_units,pH_units,turbidity_method,waterGarbage,dissolvedOxygen_average,rainedIn72Hours,dissolvedOxygen_results_0,humidityPer,sizeOfLiveOysterMM,dissolvedOxygen_method,pH_results_2,waterTemperature_average,landGarbage,salinity_units,turbidity_results_0,salinity_results_1,oilSheen,turbidity
sensorRO,80,False,57902d4169723c560e30fe03,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,22,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fe02,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,19,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fca1,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fc9f,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,28,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fe01,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,27,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fe00,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,31,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdff,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,26,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdfe,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,32,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fc9d,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,32,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdfd,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,17,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdfc,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,25,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdfb,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,14,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdfa,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,22,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fc9b,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,30,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf9,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,34,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf8,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,29,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf7,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,26,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf6,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,21,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf5,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,11,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf4,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,18,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fc99,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,44,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf3,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,33,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf2,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,36,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf1,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,41,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdf0,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,30,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdef,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,29,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdee,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,30,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fded,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,29,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdec,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,34,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdeb,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,24,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fdea,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,40,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,578fc14069723c560e30fc97,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,32,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fde9,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,31,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fde8,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,32,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,80,False,57902d4169723c560e30fde7,7.8,65.2,mgl,partly-cloudy,4.6,6,81,82,64.8,17,,,lightGreen,64.8,,578fc12f69723c560e30fc90,f,7.9,32,digitalThermometer,16.333333333333332,hydrometer,north,16,6,,False,7.833333333333333,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,5,42,31,colormetricvAmpules,7.8,81,False,ppt,64.4,16,False,
sensorRO,26,False,5790356869723c560e3100e9,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,43,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e8,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,22,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e7,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,31,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e5,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,35,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e4,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,25,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e3,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,25,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e1,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,19,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100e0,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,19,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100df,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,32,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100de,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,35,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100dd,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,34,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100dc,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,31,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100da,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,29,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100d9,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,35,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100d8,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,27,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100d6,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
sensorRO,26,False,5790356869723c560e3100d4,8,62.2,mgl,sunny,3.7,6,26,26,63.833333333333336,13,,,lightBrown,64.9,,578fc06d69723c560e30fc8a,c,8,23.77778,digitalThermometer,15.833333333333334,hydrometer,west,16,5,,False,7.966666666666666,cm,pHlogscale,turbidityTube,False,5.666666666666667,False,6,42,41,colormetricvAmpules,7.9,26,False,ppt,64.4,18.5,False,
